station_id	Station Code	Station name	latitude	longitude	altitude	NVE Vatn nr	NVE Vassdrag nr	Kommune	Fylke Nr	Fylke	Region	Region_2	Region_3	Region 4	lake_area_km2	basin_area_km2	lake_catchm_%	mar_limit	min_elev	mean_elev	max_elev	developed	agriculture	forest	natural_not_forest	peat	glacier	freshwater	sea	nodata	sum	year	resa_id	Uke_19	sample_date_19	Dyp	Uke_95	sample_date_95	LakeTemp_19	2019_ALK	2019_Al/Il	2019_Al/R	2019_Al	2019_Ca	2019_Cl	2019_DOC C	2019_F	2019_Fe	2019_KOND	2019_K	2019_Mg	2019_Mn	2019_NH4-N	2019_NO3-N	2019_Na	2019_PO4-P	2019_SO4	2019_*SO4	2019_SiO2	2019_TOC	2019_CNDOM	2019_CNDOMcorr	2019_TOTN	2019_TON	2019_TONcorr	2019_TOTP	2019_Temp_oC	2019_pH	2019_H	2019_LAL	2019_ALKE	2019_ANC	2019_ANCorg	comment_station	1995_ALK	1995_Al/Il	1995_IlAl_DOM	1995_Al/R	1995_Ca	1995_Cl	1995_F	1995_Fe	1995_KOND	1995_K	1995_Mg	1995_Mn	1995_NH4-N	1995_NO3-N	1995_Na	1995_SO4	1995_*SO4	1995_SiO2	1995_TOC	1995_CNDOM	1995_CNDOMcorr	1995_TOTN	1995_TON	1995_TONcorr	1995_TOTP	1995_pH	1995_H	1995_LAL	1995_ALKE	1995_ANC	1995_ANCorg
3024	301-1-1	Steinsrudtjern	59.822	10.871	133	5505	006.1Z	Oslo kommune	3	Oslo	2	East (1+2)	East (1+2)	2-East	0.078760666	1.402	5.617736519	Below	132.760437	160.2483951	241.2486877	0	0.002209451	94.35564102	0	0	0	5.642149078	0	0	99.99999955	2019	3024	43	10.24.2019	8.7	42	10.19.1995		0.423	30	43	120	8.75	31.2	12.5	64	180	16.5	1.08	1.18	48	10	55	20	4	3.97	1.958212879	4.78	12.4	27.25274725	26.66666667	520	455	465	16		7.19	0.064565423	13	404.1803553	465.2895754	423.1295754		0.445	15	1.612903226	25	10.2	26.4	90	249.2	15.3	1.08	1.59	47.6	0	4	17.7	7.2	4.645397423	2.3	9.3	24.09326425	24.09326425	390	386	386	12	7.34	0.045708819	10	426.5346273	542.4111626	510.7911626
3025	301-2-1	Rottungen	60.04804291	10.71476929	310	5168	006.BB	Oslo kommune	3	Oslo	2	East (1+2)	East (1+2)	2-East	0.454831574	4.1162	11.04979286	Above	308.1444092	350.809776	458.956543	0	0	87.98261503	0	0.984227254	0	11.0331499	0	0	99.99999218	2019	3025	43	10.24.2019	14	42	10.15.1995		0.081	96	110	210	1.77	1.09	7.2	54	120	1.67	0.092	0.27	40	5	49	1.28	2	1.14	0.847512744	3.15	7.3	29.67479675	29.08366534	300	246	251	7		6.22	0.602559586	14	53.94041963	110.9424454	86.1224454		0.056	59	14.75	71	1.6	1.5	40	95.6	1.9	0.1	0.28	69	0	30	1.33	3.7	2.824552723	2.3	4	20.51282051	20.51282051	225	195	195	3	5.96	1.096478196	12	27.59100461	41.7952605	28.1952605
3026	301-3-1	Helgeren	60.08179287	10.70933118	359	300	006.BC	Oslo kommune	3	Oslo	2	East (1+2)	East (1+2)	2-East	1.820727936	14.923	12.2008171	Above	356.203949	412.3731153	536.2598877	0	0	81.66407762	0	2.023056153	0	16.31286616	0	0	99.99999993	2019	3026	43	10.24.2019	20.8	42	10.15.1995		0.122	24	35	80	2.32	0.99	3.9	61	39	1.87	0.14	0.25	11	13	75	1.14	1	1.3	0.975630795	2.9	4	26.31578947	24.24242424	240	152	165	3		6.91	0.123026877	11	96.54209788	130.0849857	116.4849857		0.09	27	10.8	43	2.49	1.4	90	31.8	2.31	0.23	0.32	16.8	0	155	1.19	4	3.061602788	2.7	2.5	17.85714286	17.85714286	295	140	140	2	6.54	0.28840315	16	63.33672507	74.38504882	65.88504882
3027	402-1-28	Eintjern	60.07239969	12.3681817	175	4321	313.1C3	Kongsvinger kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	0.043802357	3.0693	1.427112272	Below	172.8886719	222.0271886	302.1604309	0	0	92.147371	0	6.415562555	0	1.437066416	0	0	99.99999998	2019	3027	43	10.25.2019	5.3	42	10.20.1995	9	0.135	140	150	300	3.39	1.96	16.2	240	910	3.26	0.42	0.97	56	32	78	2	1	2.58	1.936424737	8.5	16.8	44.21052632	40.77669903	490	380	412	10		6.2	0.630957344	10	109.9689021	234.4113245	177.2913245		0.168	66	7.021276596	68	3.64	1.9	260	905.1	3.81	0.54	1.17	31.9	0	109	1.93	5.1	3.899375587	6.2	9.4	26.78062678	26.78062678	460	351	351	7	7.05	0.089125094	2	143.9446605	208.0932888	176.1332888
3028	402-2-7	Kjerketjerna	60.259	12.412	318	4099	313.1H	Kongsvinger kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	0.189279419	5.5064	3.43744404	Above	316.8695679	393.1995496	473.9029541	0	0	78.10926103	0	15.42791684	0	6.462822374	0	0	100.0000002	2019	3028	43	10.25.2019	16.7	42	10.20.1995	8.4	0.038	130	170	290	0.75	1.38	16.1	24	630	2.01	0.15	0.3	39	15	25	1.48	1	1.2	0.883687365	4.26	15.3	51	48.57142857	340	300	315	7		4.94	11.48153621	40	8.034265095	65.69225523	13.67225523		0.028	127	13.22916667	168	0.82	1.4	40	524.9	1.95	0.21	0.32	49	0	33	1.11	2.7	2.050091226	3.5	9.6	39.66942149	39.66942149	275	242	242	6	5	10	41	0	22.83491521	-9.80508479
3030	402-3-9	N Hërsj?en	60.11499514	12.38099937	228	371	313.1B1D	Kongsvinger kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	1.156398319	8.1873	14.12429396	Above	228.6026306	264.4304227	362.1604919	0	0.795229377	75.68430186	0	7.998292249	0	15.52217672	0	0	100.0000002	2019	3030	43	10.25.2019	27.6	42	10.20.1995	9.4	0.092	48	58	140	1.76	1.79	9.3	48	120	2.26	0.47	0.62	22	9	29	1.61	1	1.81	1.343460002	3.29	9.3	36.9047619	35.63218391	290	252	261	4		6.14	0.72443596	10	65.42054642	131.2770903	99.6570903		0.069	54	8.852459016	56	1.89	2.2	60	120.8	2.76	0.53	0.78	17.3	0	47	1.66	4.9	3.732885464	2.6	6.1	26.18025751	26.18025751	280	233	233	4	6.37	0.426579519	2	41.35064785	76.80923803	56.06923803
3031	403-3-15	Brumundsj?en	61.02699929	11.1119888	633	194	002.DC7D	Hamar kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	1.674994548	11.5012	14.5636503	Above	637.199646	668.0283796	827.114624	0	0.133914985	44.66797044	0	39.62389664	0	15.57421758	0	0	99.99999965	2019	3031	43	10.23.2019	7.8	38	09.20.1995	5.7	0.076	13	15	52	1.79	0.34	8.6	11	200	1.2	0.11	0.24	22	27	10	0.56	3	0.44	0.330035072	1.07	8.7	39.01345291	34.8	260	223	250	9		6.19	0.645654229	2	48.70451279	118.6995388	89.1195388		0.062	17	2.615384615	25	1.45	0.4	40	987.2	1.17	0.08	0.23	181.5	0	4	0.45	1.7	1.308248609	1.2	6.5	25.390625	25.390625	260	256	256	9	6.21	0.616595002	8	33.9617982	65.93375384	43.83375384
3033	412-1-22	?rtjernet	61.013	11.113		33723	002.DC7D	Ringsaker kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	0.049263911	0.7488	6.579047923	Above	638.0308838	641.2290331	653.9832764	0	0	22.32527625	0	69.62840785	0	8.046315217	0	0	99.99999932	2019	3033	43	10.23.2019	5.2	46	11.13.1995	6.4	0.039	6	10	37	1.13	0.21	11.9	7	340	1.14	0.03	0.1	24	6	25	0.44	6	0.18	0.132444375	1.35	12.1	48.59437751	47.45098039	280	249	255	9		5.03	9.332543008	4	9.15730999	73.49264374	32.35264374		0.03	27	2.454545455	33	0.99	0.4	40	429.1	1.46	0.05	0.15	56.7	0	59	0.46	1.4	1.074822864	1.6	11	37.16216216	37.16216216	355	296	296	13	5.09	8.128305162	6	0	38.38604556	0.98604556
3034	412-3-4	Sjusj?en	61.146	10.708	810	257	002.DD5BB	Ringsaker kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	1.248920416	64.194	1.945540729	Above	809.49823	916.5444247	1089.718628	0.600807067	2.19891855	17.17734633	30.31863453	36.11615216	0	13.58813973	0	0	99.99999837	2019	3034	43	10.23.2019	13.4	46	11.13.1995	4.8	0.114	5	5	29	2.76	0.59	5.4	16	180	1.71	0.12	0.29	7.8	5	32	0.76	7	1.5	1.145745238	2.11	5.5	25.82159624	25.2293578	250	213	218	15		6.54	0.28840315	0	88.2640292	147.9091151	129.2091151		0.188	11	11	10	3.36	0.7	40	146.9	2.71	0.3	0.4	58.9	0	117	0.85	2.8	2.153270048	4.4	1	9.708737864	9.708737864	220	103	103	6	6.62	0.239883292	0	164.4788751	158.8239731	155.4239731
3035	412-5-1	Mj?sa	60.899	10.692	123	118	002.DC	Ringsaker kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	369.3221276	16552.46	2.231221991	Below	121.2543259	944.377032	2468.496338	0.833323231	7.538226313	36.38691724	41.81418361	5.736186023	1.807451362	5.883711601	0	0	99.99999938	2019	3035	43	10.23.2019	22.8	46	11.15.1995	11.2	0.254	5	7	13	5.48	1.19	1.8	22	22	4.22	0.63	0.65	1.8	3	370	1.04	2	3.42	2.617924086	2.35	2.1	21.64948454	21	470	97	100	3		7.25	0.056234133	2	232.0338507	257.3091438	250.1691438		0.237	10	5.263157895	10	6.03	1.8	40	210.3	4.85	0.72	0.83	8.6	0	400	1.11	5.5	4.214234234	2	1.9	15.83333333	15.83333333	520	120	120	7	7.29	0.051286138	0	214.6583317	242.0405051	235.5805051
3036	418-1-4	Vesle Otten	60.455	11.368		3954	002.EC4A	Nord-Odal kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	0.049324501	5.7365	0.859836148	Above	336.0782471	391.1360586	481.4893188	0	0	77.64896395	0	2.780114622	0	19.57092105	0	0	99.99999962	2019	3036	43	10.24.2019	14.3	42	10.20.1995		0.075	54	63	140	1.57	0.79	7.9	23	270	1.62	0.18	0.27	20	4	61	0.95	1	1.22	0.920632569	2.54	8	37.20930233	36.52968037	280	215	219	6		6.12	0.758577575	9	47.65576249	94.72806704	67.52806704		0.098	42	9.545454545	40	2.52	1.1	40	235.2	2.23	0.33	0.4	29.7	0	47	0.94	4	3.072475748	1.4	4.4	22.22222222	22.22222222	245	198	198	6	6.46	0.34673685	0	71.66400821	90.31836289	75.35836289
3037	418-1-14	Geittjerna	60.469	11.568	354	3934	002.EB32	Nord-Odal kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	0.062711761	6.1172	1.025171014	Above	354.8568726	389.9387301	475.6728821	0	0	78.93171172	0	19.68161573	0	1.386672348	0	0	99.99999979	2019	3037	43	10.25.2019	17.7	42	10.20.1995	7.7	0.03	160	180	360	0.92	0.69	26.4	24	690	2.82	0.13	0.28	24	2	19	0.93	1	0.73	0.542994839	4.46	25.4	59.20745921	58.93271462	450	429	431	11		4.47	33.88441561	20	0	76.84486326	-9.51513674		0.024	244	24.15841584	271	1.55	1.1	40	791.7	2.42	0.23	0.44	38.6	0	39	0.95	3	2.294389931	3.7	10.1	23.99049881	23.99049881	460	421	421	10	4.75	17.7827941	27	0	64.4747644	30.1347644
3038	418-2-3	Tennungen	60.354	11.44	298	4041	002.E2AB	Nord-Odal kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	0.279915675	8.5044	3.291421794	Above	295.441864	406.051785	537.5846558	0	0	92.91771447	0	3.711450438	0	3.370835035	0	0	99.99999994	2019	3038	43	10.25.2019	11.7	42	10.20.1995	8.4	0.06	190	220	380	1.77	1	18	45	540	1.9	0.16	0.38	37	9	48	1.17	3	1.16	0.866336348	4.25	18.1	52.7696793	51.42045455	400	343	352	11		5.24	5.754399373	30	31.84264061	119.4259292	57.8859292		0.07	144	15.82417582	154	2.05	1.1	50	515.9	2.14	0.31	0.46	62.2	0	63	1.17	3.7	2.839050003	3	9.1	34.082397	34.082397	330	267	267	8	5.99	1.023292992	10	42.40311559	86.39840487	55.45840487
3039	419-1-6	HOH 174	60.255	11.808	174	4119	002.F2B	S?r-Odal kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	0.061668061	1.0699	5.763908912	Below	175.0231323	221.7307459	338.1453247	0	19.37965722	74.39967161	0	0	0	6.220691005	0	0	100.0000198	2019	3039	43	10.24.2019	8.2	42	10.20.1995		0.707	24	51	110	12.4	8.64	17.8	93	550	12.2	7.17	2.82	130	420	97	3.33	9	3.32	2.270103671	3.64	17.8	18.10783316	12.68709907	1500	983	1403	49		7.42	0.03801894	27	692.1885445	889.1952519	828.6752519		0.532	17	1.734693878	18	10.9	9	100	376.7	9.27	3.16	2.33	70.2	31	6	3.04	4.4	3.097388801	1.6	9.8	19.48310139	18.35205993	540	503	534	22	7.17	0.067608298	1	514.850776	604.9489837	571.6289837
3040	419-1-23	Svarttjernet	60.295	11.703	180	4083	002.EB111	S?r-Odal kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	0.059399131	0.5234	11.34870669	Below	180.5421295	227.708612	304.9543152	0	0	88.61560743	0	0	0	11.38439286	0	0	100.0000003	2019	3040	43	10.24.2019	17.3	42	10.20.1995		0.237	28	43	90	5.26	1.55	8.7	53	40	3.89	0.57	1.01	28	13	21	1.45	1	1.96	1.468871242	1.69	9	29.41176471	28.21316614	340	306	319	6		7.04	0.091201084	15	214.6583317	338.1149292	307.5149292		0.271	11	2.156862745	13	5.56	1.9	60	76.6	4.68	0.63	1.24	17.1	0	5	1.52	6.1	4.677461404	0.73	5.1	22.17391304	22.17391304	235	230	230	5	7.08	0.083176377	2	249.3952714	280.7315169	263.3915169
3041	419-2-8	Igletjernet	60.278	11.704	184	4091	002.EA	S?r-Odal kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	0.148631323	1.8156	8.186347387	Below	184.5110321	234.7175865	317.0107422	0	0	91.96839004	0	0	0	8.031610375	0	0	100.0000004	2019	3041	43	10.25.2019	11.9	42	10.20.1995	8.9	0.144	87	100	210	3.35	1.79	10.9	65	150	2.94	0.48	0.77	31	17	60	1.58	1	1.83	1.359021718	3.48	11.3	29.50391645	28.25	460	383	400	9		6.44	0.363078055	13	119.2488188	219.8517566	181.4317566		0.136	32	5	36	3.37	1.9	70	108.8	3.32	1.11	0.9	23.6	0	19	1.44	5.4	4.132801332	1.9	6.4	21.26245847	21.26245847	320	301	301	6	6.69	0.204173794	4	111.0005902	165.849431	144.089431
3043	423-1-21	Langtjernet	60.458	12.416		3921	312.2B	Grue kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	0.044553548	1.8931	2.353470374	Above	328.9939575	391.7630342	476.0991211	0	0.892907718	78.569261	0	17.96596639	0	2.571864989	0	0	100.0000001	2019	3043	43	10.25.2019	8.2	42	10.20.1995	8.4	0.041	96	120	230	1.15	0.96	19.2	47	1100	2.08	0.18	0.43	33	14	24	1.23	1	1.14	0.85222436	6.1	19.2	57.8313253	55.49132948	370	332	346	9		4.94	11.48153621	24	11.3805985	99.3373845	34.0573845		0.058	103	8.24	109	1.14	1.3	60	1790.6	1.84	0.29	0.46	36.5	0	31	1.3	2.5	1.898098383	5.4	12.5	37.4251497	37.4251497	365	334	334	8	5.66	2.187761624	6	29.7192081	67.75906534	25.25906534
3044	423-3-14	Rotnesj?en	60.502	12.344	260	3866	312.2C	Grue kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	1.0846983	87.7973	1.235457469	Above	259.0024414	398.8330757	583.9212036	0	0.247616971	85.99598597	0	11.11655107	0	2.639845808	0	0	99.99999982	2019	3044	43	10.25.2019	28.3	42	10.20.1995	8.1	0.087	93	100	240	1.97	0.9	13.3	65	1100	1.99	0.22	0.61	91	2	47	1.35	1	1.42	1.072262981	7.5	13.6	52.10727969	51.71102662	310	261	263	8		5.85	1.412537545	7	60.20825399	154.6715668	108.4315668		0.151	50	5.952380952	54	3.28	1	60	641.1	2.54	0.25	0.59	39.4	0	50	1.15	3	2.298014251	5.4	8.4	39.06976744	39.06976744	265	215	215	5	6.64	0.229086765	4	126.4588618	174.3893748	145.8293748
3045	425-1-15	KalbrÜtÜsj?en	60.55	12.333		3834	312.2C	èsnes kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	0.063941268	19.3855	0.329840694	Above	266.5142822	457.1183204	583.9212036	0	0	80.57441186	0	15.38068897	0	4.044899069	0	0	99.9999999	2019	3045	43	10.25.2019	16.4	38	09.20.1995	7.1	0.041	98	120	240	0.95	0.83	17.1	44	1000	1.84	0.17	0.38	53	6	29	1.12	1	1.14	0.856935976	5.42	17.1	57.96610169	56.81063123	330	295	301	8		4.99	10.23292992	22	11.3805985	82.94259576	24.80259576		0.053	103	11.44444444	105	1.01	0.8	60	1028.9	1.58	0.19	0.43	49	0	46	0.97	2.5	1.916219983	3.8	9	33.45724907	33.45724907	315	269	269	8	5.74	1.819700859	2	24.38840466	54.92601608	24.32601608
3046	425-2-10	Steinsj?en	60.827	12.256	293	3661	002.GC2Z	èsnes kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	0.173453954	13.836	1.253642335	Above	293.2692261	412.6778549	646.0918579	0	0	88.24615554	0	10.49104242	0	1.26280355	0	0	100.0000015	2019	3046	43	10.25.2019	4.3	38	09.20.1995	7.5	0.066	88	110	200	1.4	0.59	11	240	610	1.52	0.29	0.35	47	5	22	0.98	1	1.07	0.811168336	6.32	10.6	49.76525822	48.62385321	240	213	218	5		5.62	2.398832919	22	38.18888775	108.5648017	72.5248017		0.126	32	5	37	2.3	1.3	500	736.4	2.25	0.38	0.61	35.1	0	9	1.3	2	1.509055475	4.8	6.4	35.35911602	35.35911602	190	181	181	5	6.83	0.147910839	5	100.6765142	152.266155	130.506155
3047	425-2-25	Knapptjernet	60.58	12.144	255	3803	002.G7	èsnes kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	0.161535949	9.2076	1.75437627	Above	254.5277863	343.1953604	505.8418579	0	0	93.54696373	0	3.983376713	0	2.469660148	0	0	100.0000006	2019	3047	43	10.25.2019	20.4	38	09.20.1995	8.1	0.083	160	190	370	2.45	1.29	19.7	70	900	2.55	0.35	0.81	80	2	50	1.57	1	2.42	1.83621395	8.6	20	55.86592179	55.55555556	410	358	360	10		5.68	2.089296131	30	56.03141905	175.9361191	107.9361191		0.12	70	7.142857143	76	2.59	1.3	70	517.9	2.7	0.27	0.86	52.5	0	13	1.44	4.2	3.220844272	4.5	9.8	29.51807229	29.51807229	345	332	332	9	6.69	0.204173794	6	94.47377431	144.4909697	111.1709697
3049	426-3-1	VÜlmangen	60.599	11.769	351	237	002.G6D1	VÜler kommune (i Hedmark)	4	Hedmark	2	East (1+2)	East (1+2)	2-East	1.298207838	57.5725	2.254909614	Above	349.611969	471.6160528	632.6525879	0	0.194953399	79.26615595	0	14.07702908	0	6.461861676	0	0	100.0000001	2019	3049	43	10.25.2019	9	38	09.21.1995	8.3	0.05	130	150	280	1.22	0.63	14.9	40	650	1.54	0.19	0.28	53	11	51	0.86	1	0.86	0.646320587	3.43	14.5	50.34722222	48.49498328	350	288	299	8		5.25	5.623413252	20	21.17103129	87.64884639	38.34884639		0.073	73	9.605263158	76	1.89	0.8	60	386.1	1.65	0.21	0.3	81.8	17	18	0.81	2.5	1.916219983	1.6	7.6	32.34042553	30.15873016	270	235	252	9	6.38	0.416869383	3	45.55654693	84.90695732	59.06695732
3050	427-3-12	Svenkebekksj?en	60.871	11.945	290	3640	002.GBC	Elverum kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	1.228825347	103.2477	1.190172127	Above	290.935791	402.6372771	705.2615356	0.176152556	2.619398109	85.92272144	0.014681091	9.949135411	0	1.317911409	0	0	100	2019	3050	43	10.25.2019	5.8	39	09.28.1995	8.4	0.119	100	100	260	2.59	0.9	14.1	67	780	2.27	0.48	0.61	90	6	125	1.17	1	1.5	1.134509846	9.3	15.4	48.27586207	47.38461538	450	319	325	11		6.28	0.52480746	0	93.43932268	177.4822488	125.1222488		0.182	23	3.59375	28	3.46	1.3	40	335.7	3.08	0.57	0.86	100.5	0	18	1	3.9	2.987418526	3.3	6.4	18.44380403	18.44380403	365	347	347	9	6.84	0.144543977	5	158.322394	182.3272299	160.5672299
3051	428-2-15	Mj?lsj?en	61.577	12.194	882	33421	311.BB	Trysil kommune	4	Hedmark	1	East (1+2)	East (1+2)	2-East	0.300951196	7.4532	4.037878982	Above	881.9956055	921.7487254	1013.286743	0	0	14.5613812	65.05368738	15.92512931	0	4.459801819	0	0	99.99999971	2019	3051	43	10.24.2019	3.2	38	09.20.1995	4.8	0.211	5	7	26	3.67	0.33	2.9	22	70	2.41	0.16	0.55	2.2	2	5	1.01	1	0.87	0.664974405	6.05	3.1	30.09708738	29.52380952	110	103	105	4		6.99	0.102329299	2	188.0525424	248.7701199	238.2301199		0.173	11	3.666666667	13	2.54	0.3	40	75	1.86	0.15	0.48	1.8	5	4	0.91	1.4	1.078447184	2.7	3	16.57458564	16.12903226	190	181	186	8	6.94	0.114815362	2	149.0816979	172.1154784	161.9154784
3053	430-2-1	Setningsj?en	61.771	10.246	754	32316	002.LBZ	Stor-Elvdal kommune	4	Hedmark	1	East (1+2)	East (1+2)	2-East	0.711112928	146.6774	0.484814244	Above	756.2667236	1106.63852	1651.319824	0	0.292344663	25.95602976	70.41536684	2.217194119	0	1.119063812	0	0	99.9999992	2019	3053	42	10.14.2019	12.7	38	09.20.1995	5.2	0.172	5	8	8	3.18	0.25	0.58	9	17	2.03	0.23	0.27	1.6	6	4	0.7	2	1.17	0.901299606	3.35	0.73	14.6	13.03571429	60	50	56	4		7.09	0.081283052	3	148.0544867	185.9568834	183.4748834		0.162	10	12.5	10	2.72	0.2	40	44.8	1.81	0.21	0.27	3.3	5	1	0.6	1.8	1.39330583	2.6	0.8	11.5942029	10.81081081	75	69	74	4	7	0.1	0	137.7768561	146.5779558	143.8579558
3054	430-2-16	GrÜtj?rna	61.858	10.578	928	32251	002.LB0	Stor-Elvdal kommune	4	Hedmark	1	East (1+2)	East (1+2)	2-East	0.117586964	0.4554	25.82058936	Above	931.8770142	937.8809838	963.6536255	0	0	55.295961	12.18614265	5.846291112	0	26.6716064	0	0	100.0000012	2019	3054	43	10.24.2019	3.6	38	09.20.1995	6	0.108	8	12	26	1.5	0.35	3.3	21	23	1.19	0.17	0.13	1.5	18	8	0.75	1	0.29	0.212959767	1.35	3.5	21.34146341	19.23076923	190	164	182	4		6.64	0.229086765	4	82.04649824	107.3190144	95.4190144		0.086	10	3.571428571	10	1.17	0.2	40	38.8	1	0.16	0.12	2.8	0	4	0.59	1.2	0.92645434	0.69	2.8	14.65968586	14.65968586	195	191	191	10	6.61	0.245470892	0	59.16466058	67.09947344	57.57947344
3055	432-1-2	Langtj?rna	61.535	11.292	573	33733	002.JD31	Rendalen kommune	4	Hedmark	1	East (1+2)	East (1+2)	2-East	0.113268464	0.8268	13.69962072	Above	572.5900879	602.2642719	666.4154053	0	0	84.56550521	0	2.247059805	0	13.18743477	0	0	99.99999978	2019	3055	43	10.24.2019	10.8	38	09.20.1995	6.6	0.28	5	5	4.7	6.31	0.48	2.4	26	61	4.03	0.31	0.51	58	3	3	1.14	1	3.2	2.472477878	4.11	2.6	20.96774194	20.47244094	130	124	127	4		7.18	0.066069345	0	258.5814191	334.1782436	325.3382436		0.294	10	2.857142857	10	6.16	0.6	40	54	4.03	0.3	0.47	4.4	0	1	0.97	5.2	4.024300328	2.1	3.5	18.04123711	18.04123711	195	194	194	5	7.19	0.064565423	0	272.8644024	270.6550447	258.7550447
3056	432-1-10	Byringtj?rna	61.486	11.442	715	33494	002.JBB2B	Rendalen kommune	4	Hedmark	1	East (1+2)	East (1+2)	2-East	0.048875421	1.5286	3.197397671	Above	707.2657471	765.9799163	1012.723389	0	0	89.07917405	3.020585021	4.714043398	0	3.186197043	0	0	99.99999951	2019	3056	43	10.24.2019	4.9	38	09.20.1995	6	0.18	9	16	39	3.85	0.94	3.5	13	44	2.57	0.28	0.36	2.2	7	45	0.98	1	1.18	0.884072657	3.56	3.7	28.90625	27.40740741	180	128	135	4		6.86	0.138038426	7	156.2695422	217.7250177	205.1450177		0.165	11	3.235294118	10	3.08	0.7	40	53.1	2.32	0.25	0.37	2.1	0	4	0.91	3	2.308887211	1.5	3.4	12.54612546	12.54612546	275	271	271	7	6.89	0.128824955	0	140.8612301	147.6164583	136.0564583
3057	432-1-18	Stortj?rna	61.599	11.261	689	33424	002.JD31	Rendalen kommune	4	Hedmark	1	East (1+2)	East (1+2)	2-East	0.092440084	1.3882	6.65898891	Above	688.5825195	756.1266388	857.1747437	0	0	88.38228182	0	4.883832463	0	6.733884528	0	0	99.99999881	2019	3057	43	10.24.2019	6.6	38	09.20.1995	5.3	0.076	59	66	150	1.67	0.51	7	17	230	1.27	0.29	0.31	25	7	6	0.76	1	0.84	0.635108055	2.97	7.1	40.11299435	38.58695652	190	177	184	5		6.17	0.676082975	7	48.70451279	117.5078207	93.3678207		0.063	52	10.19607843	54	1.07	0.4	40	100.4	1.22	0.31	0.26	12.9	0	2	0.58	2.1	1.619482936	1.3	5.1	27.86885246	27.86885246	185	183	183	5	6.13	0.741310241	2	35.01990641	52.79141042	35.45141042
3058	432-2-23	Hundtj?rna	61.822	10.961	826	32262	002.M3	Rendalen kommune	4	Hedmark	1	East (1+2)	East (1+2)	2-East	0.12495861	1.5777	7.920302342	Above	828.7857666	859.0256069	944.9639282	0	0	58.51169111	8.610551279	25.03603643	0	7.841722263	0	0	100.0000011	2019	3058	43	10.24.2019	3.5	38	09.20.1995	4.3	0.378	5	16	4.3	8.97	0.36	4.4	25	37	5.44	0.12	1.15	15	5	4	0.88	1	4.52	3.50390034	5.53	4.7	23.38308458	22.81553398	210	201	206	5		7.36	0.043651583	11	358.4232384	479.3710074	463.3910074		0.337	10	2.631578947	10	7.1	0.3	40	66.6	4.34	0.15	1.04	11.5	0	1	0.71	5.3	4.112981869	4.5	3.8	21.22905028	21.22905028	180	179	179	5	7.3	0.050118723	0	316.6893005	355.6905239	342.7705239
3060	432-4-1	S?lensj?en	61.92705685	11.6060924	688	1354	311.EB	Rendalen kommune	4	Hedmark	1	East (1+2)	East (1+2)	2-East	22.54529593	387.6517	5.815864067	Above	688.612793	859.9707913	1753.667603	0.004333665	0.073113212	30.66349618	47.136257	15.18652346	0	6.936276458	0	0	99.99999998	2019	3060	43	10.24.2019	28.6	38	09.20.1995	7.5	0.107	6	10	37	1.15	0.28	3.2	19	30	1.3	0.31	0.45	2.2	14	32	0.67	1	0.57	0.43336082	3.37	3.4	40.47619048	34.69387755	130	84	98	3		6.67	0.213796209	4	81.009423	110.4276979	98.8676979		0.088	22	6.875	20	1.03	0.3	40	29.9	1.15	0.3	0.4	3	0	35	0.56	1.3	1.000638602	3	3.2	27.82608696	27.82608696	150	115	115	4	6.55	0.281838293	0	61.2514557	78.30926897	67.42926897
